doc_id,sentence_id,sentence_text
3,3_3,"Anda diperbolehkan saja untuk mengonsumsi makanan yang enak sesekali untuk memicu nafsu makan anda, tetapi tetap imbangi dengan makanan yang sehat setiap harinya, terutama asupan sayur dan buah. "
3,3_4,"Untuk mengatasi keluhan anda, anda diperbolehkan saja mengonsumsi obat diare (khususnya untuk memadatkan tinja) sesuai dengan dosis yang ada pada kemasan serta diimbangi dengan menghindari makanan yang sekiranya dpat mengiritasi saluran cerna seperti makanan yang asam dan pedas. "
3,3_5,"Selain itu, disarankan pula untuk selalu menjaga kebersihan makanan, minuman serta alat makan anda setiap harinya untuk menghindrai terjadinya infeksi pada saluran cerna, lakukan olahraga secara rutin minimal 30 menit per hari sesuai kemampuan anda dan kelola stres dengan baik. "
3,3_6,Semoga membantu.
4,4_0,"Halo, terima kasih  atas pertanyaannya untuk Alodokter. "
4,4_1,Pada dasarnya masalah pada lambung ada bermacam - macam jenisnya. 
4,4_2,"Bila yang anda maksudkan adalah penyakit asam lambung (GERD), maka umumnya nyeri yang dirasakan adalah nyeri pada ulu hati dan rasa terbakar pada dada. "
4,4_3,Gangguan lambung jarang menimbulkan nyeri hingga ke punggung dan tidak akan menimbulkan nyeri pada tengkuk leher belakang. 
4,4_4,"Gangguan pada pankreas dan juga saluran empedu mungkin menyebabkan nyeri yang bisa menjalar ke punggung dan kadang bisa ke bahu juga, namun biasanya tidak akan dirasakan hingga ke leher belakang. "
4,4_5,Sebaiknya cobalah ceritakan dengan lebih jelas gejala - gejala apa saja yang anda alami agar kami bisa menganalisis lebih lanjut kemungkinan - kemungkinan penyebabnya. 
4,4_6,Untuk mendiagnosis penyakit sebenarnya perlu dilakukan anamnesis (wawancara medis) yang mendalam dan juga pemeriksaan fisik dan pemeriksaan penunjang. 
4,4_7,"Namun di masa pandemi virus corona seperti sekarang, anda diharapkan untuk tidak pergi ke dokter kecuali dalam keadaan yang benar - benar mendesak. "
4,4_8,"Bila anda mengalami gejala - gejala penyakit asam lambung (misalnya anda merasa mual, kembung, nyeri ulu hati, rasa panas di dada, rasa mengganjal di tenggorok). "
4,4_9,"Berikut ini adalah beberapa hal yang bisa anda coba lakukan: Makan lebih sedikit - sedikit namun lebih sering, kunyah makanan anda hingga halus baru telan. "
4,4_10,Hindari makan terlalu banyak dan hindari berbaring setelah makan. 
4,4_11,Tinggikan sandaran kepala anda saat tidur. 
4,4_12,"Hindari makan makanan yang terlalu berlemak / berminyak, terlalu pedas dan terlalu asam, serta hindari makan maknana yang banyak menghasilkan gas untuk sementara waktu. "
4,4_13,"Hindari merokok, minum alkohol dan juga kopi. "
4,4_14,Turunkan berat badan bila terdapat berat badan berlebih. 
4,4_15,"Sekian informasi dari saya, semoga cukup menjawab."
5,5_0,Halo saudara Eva. 
5,5_1,Pemberian makanan pendamping ASI (MPASI) terlalu dini pada anak memiliki banyak dampak bagi anak. 
5,5_2,"Beberapa risiko yang dapat terjadi apabila diberikan terlalu dini yaitu adanya risiko aspirasi (masuknya makanan ke jalan pernafasan bayi), bayi tidak mendapatkan asupan makanan yang cukup dan tidak memiliki daya tahan tubuh yang bagus, risiko kelebihan berat badan, dan gangguan pencernaan pada bayi seperti Necrotizing enterocolitis (kerusakan usus halus), intoleransi laktosa, alergi susu sapi, dan sebagainya. "
5,5_3,Hal ini dikarenakan bayi memerlukan waktu untuk mendapatkan fungsi pencernaan yang bagus bagi dirinya. 
5,5_4,Apabila diberikan terlalu dini organ pencernaan tidak akan mampu untuk mengolah makanan tersebut dan berdampak buruk bagi bayi. 
5,5_5,"Berhati - hatilah apabila bayi Anda terus rewel dan menangis, BAB berdarah, perut kembung, mencret, atau lemas. "
5,5_6,Hal ini dapat menjadi tanda bahwa terjadi sesuatu bagi bayi Anda. 
5,5_7,"Kembalilah menggunakan  ASI,  karena ASI adalah makanan utama bagi bayi bawah 6 bulan. "
5,5_8,ASI memiliki banyak manfaat bagi ibu dan bayi. 
5,5_9,"Bagi ibu ASI dapat meningkatkan bounding antara bayi dan ibu, menghambat kesuburan sehingga dapat dipergunakan sebagai kontrasepsi alami, serta murah karena tidak memerlukan biaya. "
5,5_10,"Sedangkan bagi bayi ASI dapat meningkatkan sistem kekebalan tubuh, berat badan ideal, dan tulang lebih kuat. "
5,5_11,"Berikanlah  ASI eksklusif  selama 6 bulan, baru diberikan makanan pendamping ASI. "
5,5_12,Anda dapat membaca link berikut untuk menambah wawasan Urutan pemberian makanan pendamping ASI pada anak. 
5,5_13,"Semoga bermanfaat, terima kasih."
6,6_0,Halo Terima kasih atas pertanyaannya pada Alodokter. 
6,6_1,Obat prednicort memiliki kandungan aktif  methylprednisolone  yang termasuk kedalam golongan obat kortikosteroid. 
6,6_2,"Golongan obat ini bekerja dengan menekan sistem kekebalan tubuh dan mengurangi reaksi peradangan serta gejalanya, seperti pembengkakan, nyeri, atau ruam. "
6,6_3,"Obat ini memang memiliki efek samping salah satunya pada sistem pencernaan yaitu mual, muntah, dan nyeri pada daerah ulu hati. "
6,6_4,Jadi sebaiknya obat ini dikonsumsi sekitar 1 jam setelah makan untuk mengurangi efek samping tersebut. 
6,6_5,"Obat Alloris memiliki kandungan aktif  loratadine  yang termasuk kedalam golongan obat antihistamin yang dapat meredakan gejala alergi seperti bersin - bersin, ruam kulit, pilek, akibat paparan alergen seperti debu dan lain sebagainya. "
6,6_6,Loratadine ini biasanya akan menimbulkan efek lelah atau mengantuk. 
6,6_7,Jadi sebaiknya bila setelah mengonsumsi obat ini hindarilah untuk berpergian terutama bila mengendarai kendaraan bermotor sendiri. 
6,6_8,Kedua obat yang Anda konsumsi sebenarnya merupakan obat simptomatik yang artinya boleh dihentikan penggunaannya bila dosis yang diberikan oleh dokter Anda sudah terpenuhi atau gejala yang timbul sudah hilang. 
6,6_9,Jadi tidak perlu dikonsumsi secara terus menerus. 
6,6_10,"Untuk keluhan pada lambung, kemungkinan disebabkan oleh obat yang mengandung kortikosteroid,  jadi sebaiknya konsumsilah setelah atau saat bersamaan dengan makanan untuk meminimalisir efek samping tersebut. "
6,6_11,Sekian informasi yang dapat kami sampaikan.
7,7_0,Halo Jovan. 
7,7_1,"Untuk menghitung usia kehamilan bukan dengan tanggal menikah, tetapi dihitung dengan hari pertama menstruasi terakhir (HPMT). "
7,7_2,"Sebagai contoh, seseorang yang menikah tanggal 28 november, tetapi HPMT nya tanggal 10 november, maka kehamilannya akan dihitung sejak 10 november. "
7,7_3,"Contoh lainnya wanita yang baru menikah 2 minggu, bisa saja dikatakan sudah hamil 5 minggu karena perhitungannya menurut HPMT dan bukan menurut tanggal menikah. "
7,7_4,Hal tersebut normal. 
7,7_5,Untuk persalinan normal sendiri bisa terjadi pada usia kehamilan 37-40 minggu dengan toleransi waktu sampai 42 minggu. 
7,7_6,Sedangkan hari perkiraan lahir / HPL yang terhitung melalui rumus HPMT adalah 40 minggu. 
7,7_7,"Sebagai contoh pada orang yang HPL nya 28 november, bisa saja melahirkan secara normal 3 minggu sebelum HPL nya. "
7,7_8,Dengan demikian kami tidak bisa menyimpulkan jawaban dari pertanyaan Anda karena data yang diberikan kurang lengkap. 
7,7_9,"Anda bisa mencoba menghitung HPL dan usia kehamilan teman Anda dengan kalkulator kehamilan yang banyak tersedia di internet, misalnya  klik DI SINI . "
7,7_10,Berikut ini artikel yang berhubungan dengan topik pertanyaan Anda: Menghitung usia kehamilan. 
7,7_11,"Terima kasih  dan semoga membantu, dr Devika Y."
8,8_0,Terima kasih Rahmadina atas pertanyaannya. 
8,8_1,Jatuhnya anda sudah terjadi 10 tahun yang lalu. 
8,8_2,Yang ditakutkan dari cedera kepala adalah terjadinya perdarahan di dalam tengkorak sehingga menyebabkan meningkatnya tekanan dalam tengkorak. 
8,8_3,"Meningkatnya tekanan di dalam tengkorak dapat menyebabkan sakit kepala, mual, muntah, penurunan kesadaran bahkan sampai meninggal. "
8,8_4,"Namun tentu saja bila memang terjadi perdarahan di dalam tengkorak, gejala tersebut akan muncul sebelum 10 tahun. "
8,8_5,Pemeriksaan EEG adalah pemeriksaan untuk melihat aktivitas listrik di otak. 
8,8_6,"Pada orang yang epilepsi, akan terlihat aktivitas gelombang listrik yang meningkat. "
8,8_7,"Bila memang aktivitas listrik dalam otak anda normal tetapi anda masih mengalami keluhan - keluhan tersebut, sebaiknya anda memeriksakan diri kembali ke dokter spesialis saraf. "
8,8_8,Kemungkinan anda akan dilakukan pencitraan pada kepala. 
8,8_9,"Karena hal - hal yang dapat meningkatkan tekanan di dalam tengkorak tidak hanya perdarahan, tetapi juga tumor, infeksi. "
8,8_10,"Selain itu, gejala yang anda keluhkan, bisa juga akibat adanya kelainan pembuluh darah di otak (arteri venous malformation / AVM). "
8,8_11,Di mana hal yang ditakutkan dari AVM adalah pecahnya pembuluh darah tersebut. 
8,8_12,"Selain hal yang telah disebutkan di atas, penyebab sakit kepala juga dapat berupa : 1 Sakit kepala tipe tegang. "
8,8_13,2 Sakit kepala tipe klaster. 
8,8_14,3 Migraine. 
8,8_15,4 dan lain - lain. 
8,8_16,Anda dapat membacanya di sini:  sakit kepala (1)  dan  sakit kepala. 
8,8_17,( 2) 
8,8_18,Menjawab pertanyaan anda mengenai IKALEP. 
8,8_19,IKALEP adalah sebuah obat yang berisi asam valproat. 
8,8_20,"Asam valproat memang sering digunakan untuk pasien epilepsi, namun, asam valproat juga mempunyai efek sebagai pencegah serangan migraine. "
8,8_21,Untuk lebih detailnya anda dapat menghubungi kembali dokter spesialis saraf anda. 
8,8_22,"Sementara itu di rumah, sebaiknya anda beristirahat yang cukup, memperhatikan faktor - faktor apa saja yang membuat sakit kepala anda kumat. "
8,8_23,Anda juga dapat mengonsumsi obat - obat anti nyeri seperti paracetamol bila sakit anda kumat. 
8,8_24,"Untuk penggunaan obat, sebaiknya dosis dan waktunya disesuaikan dengan anjuran dokter. "
8,8_25,"Demikian jawaban dari saya, semoga membantu, Andika Surya."
9,9_0,Halo Fachriani....... 
9,9_1,Terima kasih  atas pertanyaan Anda. 
9,9_2,Darah menstruasi pada umumnya berwarna kemerahan seperti darah. 
9,9_3,"Jika selama menstruasi Anda mengeluarkan darah yang berwarna kecoklatan, maka hal ini dapat disebabkan oleh berbagai macam penyebab, diantaranya sebagai berikut ini :   Terdapatnya jaringan fibroid dalam rahim. "
9,9_4,Sisa darah menstruasi yang mengering. 
9,9_5,Kista cokelat yang pecah. 
9,9_6,Gangguan pembekuan darah. 
9,9_7,"Obstruksi darah menstruasi == polip, mioma, dan lain – lain. "
9,9_8,Pembesaran uterus   dan lain – lain. 
9,9_9,"Untuk mengetahui dengan pasti penyebab dari kondisi yang Anda alami saat ini, kami sangat menyarankan kepada Anda untuk segera mengunjungi Dokter Spesialis Kebidanan dan Kandungan agar dilakukan serangkaian pemeriksaan lebih lanjut seperti pemeriksaan fisik, tes darah, USG Obgyn, dan lain – lain sehingga penyebab pasti dari kondisi Anda diketahui dan akhirnya penanganan yang tepat dapat diberikan. "
9,9_10,"Demikian penjelasan yang dapat kami sampaikan, semoga bermanfaat."
10,10_0,Terima kasih telah bertanya di Alodokter com. 
10,10_1,"Keluarnya gumpalan darah dari vagina dapat disebabkan oleh : pertanda menstruasi normal penyakit yang menyebabkan kelainan menstruasi: PCOS, kista ovarium, mioma uteri, kelainan tiroid kanker serviks. "
10,10_2,"Untuk memastikan penyebabnya, disarankan untuk memeriksakan langsung dengan dokter spesialis kandungan. "
10,10_3,"Dokter akan melakukan pemeriksaan jalan lahir, pemeriksaan USG kandungan, dan dalam beberapa kasus tertentu pemeriksaan darah untuk memastikan masalah medis Anda. "
10,10_4,"Jika gumpalan kembali muncul, dan keluar dari liang vagina maka disarankan untuk di masukkan ke dalam wadah kosong untuk diperiksa oleh dokter kandungan."
11,11_0,"Halo, terima kasih  atas pertanyaannya. "
11,11_1,Asma  termasuk golongan penyakit atopik yang belum bisa disembuhkan total dan bisa terus kambuh - kambuhan jika faktor risikonya tidak dimanagemen dengan baik. 
11,11_2,"Penyakit ini kerap ditandai dengan sesak, mengi, dan juga batuk. "
11,11_3,"Kekambuhan asma seringnya dicetuskan oleh stres, kelelahan, paparan alergen dan substansi udara tertentu, refluks asam lambung, infeksi pernafasan, dan konsumsi obat tertentu. "
11,11_4,"Obat asma  yang Anda sebutkan mengandung bahan aktif budesonide dan formoterol fumarate, yakni suatu obat golongan kortikosteroid dan agonis beta 2 aksi panjang yang bisa digunakan untuk meredakan serangan asma dan mengontrol asma agar tidak sering kambuh. "
11,11_5,"Obat ini digunakan dengan cara disemprot, yakni : Lepaskan dahulu tutup kemasan, tari inhaler ke atas. "
11,11_6,Putar inhaler ke kanan dan ke kiri dengan cepat hingga terdengar suara klik. 
11,11_7,Buang napas Anda. 
11,11_8,"Letakkan inhaler di mulut Anda, sembari menyondongkan kepala sedikit ke belakang. "
11,11_9,Semprotkan inhaler lalu isap dengan menarik napas kuat dan dalam. 
11,11_10,Apakah Anda sudah melakukan langkah di atas secara tepat?
11,11_11,"Jika sudah, semestinya obat telah berhasil masuk ke tubuh Anda secara benar. "
11,11_12,Hal ini ditandai dengan serangan asma yang mereda dan kekambuhannya yang bisa diminimalisasi. 
11,11_13,"Akan tetapi, jika tetap saja asma Anda tidak membaik, tidak ada salahnya Anda kembali periksa ke dokter atau  dokter paru  agar dievaluasi apa penyebabnya, lantas ditangani dengan tepat."
12,12_0,Hai. 
12,12_1,"Keluhan yang dialami oleh suami Anda dapat diakibatkan oleh berbagai kemungkinan penyebab seperti:   bronkhitis, Tuberkulosis / TBC,   Pleuritis  (radang selaput paru),   Penyakit asam lambung,   Gangguan jantung ( gagal jantung,  serangan jantung )   dan sebagainya. "
12,12_2,"Untuk memastikan penyebabnya diperlukan pemeriksaan lebih lanjut oleh dokter , yaitu meliputi pemeriksaan fisik untuk memeriksa kondisi paru - paru dan jantung, serta pemeriksaan penunjang seperti tes darah, X - Ray, EKG dan sebagainya. "
12,12_3,Oleh sebab itu jika keluhan terus berlanjut sebaiknya suami Anda berkonsultasi dengan dokter untuk menelusuri penyebabnya dan mendapatkan penanganan yang tepat sesuai kondisi. 
12,12_4,Berikut anjuran yang dapat dilakukan:   Istirahat dan tidur yang cukup. 
12,12_5,Makan secara teratur dengan gizi seimbang. 
12,12_6,"Hindari jenis makanan yang terlalu asam, pedas, berlemak, atau makanan yang digoreng. "
12,12_7,Jangan langsung berbaring setelah makan   Berkumur dengan air hangat yang diberi sedikit garam akan membantu melembabkan tenggorokan dan meredakan batuk. 
12,12_8,Batasi aktivitas berat yang berlebihan. 
12,12_9,Kelola stres dengan bijak. 
12,12_10,Baca laman artikel berikut ini: Batuk - batuk Penyebab nyeri dada sebelah kanan. 
12,12_11,Demikian semoga bermanfaat. 
12,12_12,"Salam, dr Muliani Sukiman."
13,13_0,"Halo Nolaa, terima kasih  atas pertanyaannya untuk Alodokter. "
13,13_1,Pemeriksaan kehamilan dengan menggunakan testpack memang sebaiknya dilakukan saat sudah terjadi keterlambatan menstruasi. 
13,13_2,"Bila siklus menstruasi anda biasanya terjadi setiap 28 hari, maka perkiraan siklus menstruasi anda di bulan Desember adalah tanggal 20 Desember. "
13,13_3,"Bila anda belum mengalami menstruasi hingga tanggal 21 Desember, anda dapat melakukan testpack dengan menggunakan kencing pertama di pagi hari agar hasil yang didapat lebih akurat. "
13,13_4,"Bila anda memperoleh hasil positif, maka anda tidak perlu mengulang pemeriksaan karena 99% hasil tersebut adalah benar. "
13,13_5,"Bila anda mendapat hasil negatif, maka anda dapat mengulang pemeriksaan 3-7 hari setelah pemeriksaan tersebut bila belum juga mendapat menstruasi. "
13,13_6,"Bila hasilnya tetap negatif, berarti anda tidak sedang hamil. "
13,13_7,Melakukan hubungan seksual dengan penetrasi (memasukkan penis ke vagina) tetap memiliki risiko kehamilan. 
13,13_8,"Cairan pre - ejakulat pria atau cairan bening yang keluar dari penis saat penis mengalami ereksi atau saat mengalami stimulasi seksual, kadang dapat mengandung sperma yang hidup, sehingga meskipun kemungkinannya sangat kecil, cairan pre - ejakulat yang keluar di dalam vagina tetap dapat menyebabkan kehamilan. "
13,13_9,"Bila anda dan pasangan memang tidak menghendaki terjadinya kehamilan, sebaiknya anda dan pasangan mempertimbangkan penggunaan alat kontrasepsi untuk mencegah kehamilan. "
13,13_10,Diskusikan dengan bidan atau dokter kandungan untuk pemilihan alat kontrasepsi yang paling sesuai untuk anda dan pasangan anda. 
13,13_11,Berikut ini adalah artikel yang dapat anda baca terkait  cara memilih alat kontrasepsi. 
13,13_12,"Sekian informasi dari saya, semoga bermanfaat   dr Irna Cecilia."
14,14_0,"Halo, Terima kasih atas pertanyaannya. "
14,14_1,"Ya, kehamilan dapat terjadi jika hubungan badan dilakukan setelah menstruasi. "
14,14_2,Kehamilan dapat terjadi  ketika sel sperma pria bertemu dengan sel telur wanita. 
14,14_3,Sel telur  yang baru mulai berkembang dalam ovarium atau indung telur saat dimulainya menstruasi. 
14,14_4,"Setelah matang, sel telur ini dilepaskan dari ovarium dan menuju saluran telur atau tuba falopi pada saat masa subur. "
14,14_5,Pembuahan harus terjadi dalam waktu 24 jam setelah telur dilepaskan. 
14,14_6,"Bila pada saat ini terjadi hubungan seksual dan sperma masuk ke dalam vagina dan rahim, sperma dapat bertemu dan membuahi sel telur ini, dan kehamilan dapat terjadi. "
14,14_7,Siklus menstruasi yang normal berkisar antara 21-35 hari yang dihitung dari hari pertama menstruasi sampai dengan hari pertama menstruasi berikutnya. 
14,14_8,Masa subur  dihitung berdasarkan siklus menstruasi setiap bulannya. 
14,14_9,Umumnya masa subur wanita adalah 12 â€“ 16 hari sebelum hari pertama menstruasi berikutnya. 
14,14_10,"Tetapi, hal ini berlaku untuk wanita yang memiliki siklus menstruasi 28 hari. "
14,14_11,Bagaimanakah siklus menstruasi pasangan Anda?
14,14_12,Hal ini berguna untuk menentukan masa suburnya. 
14,14_13,Sperma dapat hidup di dalam rahim wanita selama 7 hari. 
14,14_14,"Dengan demikian, sperma masih dapat membuahi sel telur jika ketika masa subur pasangan Anda dimulai sperma masih ada di dalam rahim. "
14,14_15,"Jika Anda dan pasangan tidak menghendaki adanya kehamilan, silakan Anda segra berkonsultasi dengan dokter spesialis kebidanan dan kandungan terlebih dahulu. "
14,14_16,Hindari penggunaan obat penggugur kandungan tanpa anjuran dokter. 
14,14_17,"Aborsi  yang dilakukan tanpa indikasi medis memiliki risiko medis tersendiri misalnya perdarahan, kerusakan rahim, infeksi pada rahim, radang panggul, sampai kemandulan / infertilitas. "
14,14_18,"Di samping itu, aborsi yang dilakukan secara ilegal tanpa indikasi medis dapat dikenai sangsi hukum bagi pelaku pengaborsi dan yang meminta diaborsi berupa penjara 10 tahun dan denda 1 miliar rupiah. "
14,14_19,"Di kemudian hari, jika Anda belum menginginkan kehamilan, hindari berhubungan seksual diluar ikatan perkawinan. "
14,14_20,"Jika tidak memungkinkan, silakan gunakan alat kontrasepsi. "
14,14_21,Semoga membantu. 
14,14_22,dr Aloisia.
15,15_0,Terima kasih Lily Febriana atas pertanyaannya. 
15,15_1,"Pola makan yang baik adalah makan dalam porsi sedikit namun sering, bukan makan jarang tetapi sekali makan porsi makannya langsung banyak. "
15,15_2,Setiap orang mempunyai kapasitas lambung yang berbeda - beda. 
15,15_3,"Selain kapasitas lambung yang berbeda, cepat kenyangnya seseorang juga dipengaruhi karena faktor kebiasaan. "
15,15_4,Lamanya kekenyangan bertahan dalam tubuh juga dipengaruhi oleh jenis makanan yang dimakan. 
15,15_5,Hal tersebut dapat dilihat dengan pada kadar indeks glikemik. 
15,15_6,Indeks glikemik adalah kecepatan sebuah makanan diubah menjadi gula dalam tubuh. 
15,15_7,"Semakin tinggi indeks glikemik, semakin cepat pula makanan tersebut diubah menjadi gula dalam tubuh sehingga terjadi lonjakan kadar gula darah dan lebih cepat lapar. "
15,15_8,Sebagai contoh: Pasta memiliki indeks glikemik yang lebih rendah dibanding nasi putih. 
15,15_9,"Hal tersebut menyebabkan, seseorang yang memakan nasi putih akan mengalami peningkatan kadar gula dalam darah yang tinggi dan cepat, namun lebih cepat juga merasa lapar bila dibandingkan dengan seseorang yang mengonsumsi pasta. "
15,15_10,"Selama hal tersebut tidak menimbulkan keluhan, tidak ada yang perlu Anda khawatirkan. "
15,15_11,Anda juga dapat membaca artikel terkait: Tips hidup sehat. 
15,15_12,"Demikian jawaban dari saya, semoga membantu. "
15,15_13,Andika Surya.
16,16_0,"Hai Fendy, Terima kasih  telah bertanya ke Alodokter. "
16,16_1,Baik lambung maupun paru terletak di area yang berdekatan yakni di dada hingga ke perut bagian atas. 
16,16_2,"Karenanya, gangguan pada kedua organ ini terkadang akan memunculkan keluhan yang hampir serupa. "
16,16_3,"Maka dari itu, untuk membedakannya, diperlukan pemeriksaan fisik langsung oleh dokter atau juga dibantu dengan tes penunjang, seperti rontgen, laboratorium, atau USG. "
16,16_4,"Jika ditilik dari keluhan yang Anda sampaikan, nyeri di area lambung hingga punggung kiri, sesak napas, dan nyeri saat menarik napas bisa terjadi karena beberapa sebab berikut: Gangguan saluran cerna, misalnya: Gastritis  (radang mukosa lambung). "
16,16_5,GERD  (refluks asam lambung ke esofagus). 
16,16_6,Tukak lambung Pankreatitis  (radang pankreas). 
