doc_id,sentence_id,sentence_text,sentence_text_translated,optimal_segment_id,greedy_segment_id,graphseg_segment_id,label_annotator,label_optimal,label_greedy
0,0_10,"Apabila gejala tidak membaik dalam waktu 3 - 5 hari, masih terus muntah atau diare dan terdapat darah di dalamnya, demam, lemas, langsung hubungi petugas fasilitas layanan kesehatan terdekat","If symptoms do not improve in 3 - 5 days, still vomiting or diarrhea and there is blood in it, fever, contact the nearest service facility immediately",s0_3,s0_3,s0_1,F5,F1,F1
0,0_11,Semoga informasi ini dapat membantu dan semoga lekas sembuh,Hopefully this information can help and successfully find violations,s0_3,s0_3,s0_1,F1,F1,F1
0,0_12,Salam,regards,s0_3,s0_3,s0_1,F1,F1,F1
1,1_0,Halo,Hello,s1_0,s1_0,s1_0,F1,Fx,Fx
1,1_1,Terima kasih atas pertanyaan yang disampaikan ke Alodokter,Thank you for the questions submitted to Alodokter,s1_0,s1_0,s1_0,F1,F3,F3
1,1_2,Kami dapat memahami kekhawatiran yang Anda rasakan,We can understand your concern,s1_0,s1_0,s1_0,F1,F3,F3
1,1_3,"Siklus menstruasi diawali oleh penglepasan sel telur dari indung telur ke rahim, yang diikuti oleh penebalan dinding rahim untuk persiapan menempelnya hasil fertilisasi / pembuahan sel telur oleh sperma","The menstrual cycle begins with the release of an egg from the ovary to the uterus, which is followed by a thickening of the uterine wall in preparation for the attachment of the fertilized egg by sperm",s1_1,s1_1,s1_1,F3,F3,F3
1,1_4,"Bila sel telur tidak dibuahi oleh sperma, dinding rahim akan meluruh sehingga keluar melalui vagina dalam bentuk darah serta sel - sel yang rusak","If the egg is not fertilized by sperm, the uterine wall will decay so that it comes out through the vagina in the form of blood and damaged cells",s1_1,s1_1,s1_1,F3,F3,F3
1,1_5,"Siklus menstruasi biasanya berlangsung setiap 21 - 35 hari, dengan haid yang berlangsung selama 2 - 8 hari, dan volume darah haid berkisar dari 20 - 60 mL (setara dengan 1 - 6 pembalut sehari)","Menstrual cycles usually last every 21 - 35 days, with periods lasting 2 - 8 days, and menstrual blood volumes ranging from 20 - 60 mL (equivalent to 1 - 6 pads a day)",s1_2,s1_2,s1_2,F3,F3,F3
1,1_6,Tidak menutup kemungkinan bahwa gejala ketidakteraturan menstruasi yang Anda alami merupakan bentuk gangguan haid,It is possible that the symptoms of menstrual irregularities that you are experiencing are a form of menstrual disorders,s1_2,s1_2,s1_2,F4,F3,F3
1,1_7,"Ada beberapa kemungkinan bentuk gangguan haid, yang tersering antara lain: Metroragia, yaitu perdarahan haid yang interval antarhaidnya tak teratur","There are several possible forms of menstrual disorders, the most common of which include: Metrorrhagia, which is menstrual bleeding with irregular intervals between periods",s1_2,s1_2,s1_3,F3,F3,F3
1,1_8,"Menometroragia, yaitu peningkatan volume / durasi perdarahan haid yang disertai interval antarhaid yang tidak teratur","Menometrorrhagia, which is an increase in the volume / duration of menstrual bleeding accompanied by irregular intervals between periods",s1_2,s1_2,s1_3,F3,F3,F3
1,1_9,"Hipermenorea / menoragia, yaitu peningkatan volume perdarahan haid (lebih dari 80 mL darah / hari) dan / atau memanjangnya durasi haid (lebih dari 7 hari), tetapi dengan interval antarhaid yang tetap normal","Hypermenorrhea / menorrhagia, namely an increase in the volume of menstrual bleeding (more than 80 mL of blood / day) and / or a prolonged duration of menstruation (more than 7 days), but with normal intervals between menstruation",s1_2,s1_2,s1_3,F3,F4,F4
1,1_10,"Ada banyak kemungkinan penyebab gangguan haid, meliputi: Masalah pada organ reproduksi (rahim, leher rahim, saluran / tuba falopi, indung telur), termasuk pula sindrom polikistik ovarium","There are many possible causes of menstrual disorders, including: Problems with the reproductive organs (womb, cervix, fallopian tubes / tubes, ovaries), including polycystic ovary syndrome",s1_3,s1_3,s1_4,F3,Fx,Fx
1,1_11,"Faktor - faktor lain di luar sistem organ reproduksi, meliputi: gangguan hormonal, efek samping obat, gangguan pembekuan darah, stres, episode depresi)","Factors - other factors outside the reproductive organ system, including: hormonal disorders, drug side effects, blood clotting disorders, stress, depressive episodes)",s1_3,s1_3,s1_4,F3,Fx,Fx
1,1_12,"Supaya kondisi Anda dapat dievaluasi dan ditangani secara tepat, kami menyarankan Anda untuk memeriksakan diri secara langsung ke dokter spesialis kebidanan dan kandungan","So that your condition can be evaluated and treated appropriately, we advise you to consult an obstetrician and gynecologist directly",s1_4,s1_4,s1_5,F5,F5,F5
1,1_13,"Selain anamnesis dan pemeriksaan fisis, dokter mungkin menyarankan pemeriksaan penunjang bila ditemukan indikasi, misalnya: ultrasonografi (USG) kandungan, pemeriksaan darah, atau CT - scan","In addition to the history and physical examination, the doctor may recommend additional investigations if indicated, for example: obstetric ultrasound (USG), blood tests, or CT scan",s1_5,s1_4,s1_5,F5,F5,F5
1,1_14,"Untuk membantu redakan keluhan, Anda disarankan untuk melakukan langkah - langkah sederhana berikut ini: Istirahat yang cukup","To help relieve complaints, you are advised to take the following simple steps: Get enough rest",s1_6,s1_5,s1_5,F5,Fx,Fx
1,1_15,"Jaga berat badan dalam rentang normal, Makan makanan bergizi seimbang secara teratur","Keep weight within normal range, Eat balanced nutritious food regularly",s1_6,s1_5,s1_6,F5,F1,F1
1,1_16,Rutin melakukan latihan fisik atau olahraga,Doing regular physical exercise or sports,s1_6,s1_5,s1_6,F5,F1,F1
1,1_17,Minum air putih paling tidak 8 gelas sehari Manajemen stres dengan baik,Drink at least 8 glasses of water a day Stress management well,s1_6,s1_5,s1_6,F5,F1,F1
1,1_18,"Untuk memperkaya wawasan, Anda dapat membaca artikel tentang gangguan menstruasi","To enrich your knowledge, you can read articles about menstrual disorders",s1_6,s1_5,s1_7,F5,F1,F1
1,1_19,Demikian informasi dari kami,This is our information,s1_6,s1_5,s1_7,F1,F1,F1
1,1_20,Mudah - mudahan senantiasa sehat,I hope you are always healthy,s1_6,s1_5,s1_8,F1,F1,F1
1,1_21,Semoga bermanfaat,May be useful,s1_6,s1_5,s1_8,F1,F1,F1
2,2_0,"Selamat pagi, terima kasih atas pertanyaannya","Good morning, thanks for the question",s2_0,s2_0,s2_0,F1,F1,Fx
2,2_1,Reumatoid artritis (RA) merupakan penyakit autoimun dimana sistem kekebalan tubuh yang menyerang persendian sehingga menyebabkan peradangan kronis,"Rheumatoid arthritis (RA) is an autoimmune disease in which the body's immune system attacks the joints, causing chronic inflammation",s2_1,s2_1,s2_0,F3,F1,Fx
2,2_2,Obat anti inflamasi kortikosteroud dan nonsteroid digunakan untuk mengendalikan gejala RA,Corticosteroid and non - steroidal anti - inflammatory drugs are used to control the symptoms of RA,s2_1,s2_1,s2_1,F3,F1,Fx
2,2_3,Namun untuk mengontrol perkembangan penyakit perlu diberikan obat golongan disease - modifying antirheumatic drugs (DMARDs) seperti metotreksat,"However, to control disease progression, it is necessary to give disease - modifying antirheumatic drugs (DMARDs) such as methotrexate",s2_1,s2_1,s2_1,F3,Fx,F3
2,2_4,Keduanya merupakan obat utama pada terapi RA ini,Both are the main drugs in this RA therapy,s2_1,s2_2,s2_1,F3,Fx,F3
2,2_5,"DMARDs dapat mempengaruhi perkembangan penyakit, tetapi membutuhkan waktu 4 - 6 bulan lamanya untuk mendapatkan respon terapi penuh","DMARDs can influence disease progression, but take 4 - 6 months to fully respond to therapy",s2_2,s2_3,s2_1,F3,Fx,Fx
2,2_6,Namun penggunaan metotreksat harus dibawah monitoring oleh dokter karena dalam jangka waktu panjang dapat mengakibatkan gangguan berbagai organ seperti penurunan fungsi hati dan ginjal,"However, the use of methotrexate must be monitored by a doctor because in the long term it can cause various organ disorders such as decreased liver and kidney function",s2_2,s2_3,s2_2,F3,Fx,Fx
2,2_7,"Sehingga pemberian DMARDs sebaiknya dilakukan setelah diagnosis, perkembangan dan keparahan penyakit sudah dipastikan dan tidak semua pasien dapat diberikan","Thus, DMARDs should be administered after the diagnosis, progression and severity of the disease have been confirmed and not all patients can be given",s2_2,s2_3,s2_2,F3,F3,Fx
2,2_8,Umumnya pada tahap awal hanya diberikan anti inflamasi non steroid kemudian dilakukan evaluasi respon pengobatan,"Generally, in the early stages only non - steroidal anti - inflammatory drugs are given and then the response to treatment is evaluated",s2_3,s2_3,s2_3,F3,F3,Fx
2,2_9,Lakukanlah konsultasi dengan dokter untuk mendapatkan terapi yang tepat sesuai dengan kondisi medis anda,Consult a doctor to get the right therapy according to your medical condition,s2_4,s2_4,s2_3,F5,F5,F5
2,2_10,"Sekian, semoga dapat membantu Wassalam","That's all, hopefully it can help Wassalam",s2_4,s2_4,s2_3,F1,F5,F1
3,3_0,"Halo Friscilla, terima kasih ya sudah bertanya di Alodokter","Hello Friscilla, thank you for asking on Alodokter",s3_0,s3_0,s3_0,F1,F5,F5
3,3_1,"Membaca keluhan yang anda alami, keluhan tersebut memang dapat saja disebabkan oleh efek samping suplemen yang anda konsumsi (terutama jika suplemen tersebut bukan direkomendasikan oleh dokter dan belum banyak penelitian yang jelas mengenai suplemen tersebut), tetapi dapat pula disebabkan oleh beberapa kemungkinan kondisi lain seperti : Radang usus Irritable bowel syndrome (IBS) Infeksi saluran cerna Sindrom dispepsia","Reading the complaints you are experiencing, these complaints can indeed be caused by side effects of the supplements you are taking (especially if the supplements are not recommended by a doctor and there are not many clear studies on these supplements), but they can also be caused by several other possible conditions such as: Inflammation of the intestines Irritable bowel syndrome (IBS) Gastrointestinal infections Dyspepsia syndrome",s3_0,s3_0,s3_0,F4,F5,F5
3,3_2,"Sementara ini, sangat disarankan untuk menghentikan terlebih dahulu konsumsi suplemen penambah nafsu makan tersebut jika memang bukan disarankan oleh dokter dan beralih dengan mengubah pola pikir, pandangan dan makanan anda sehari - hari","In the meantime, it is highly recommended to stop taking these appetite - enhancing supplements first if it is not recommended by a doctor and switch to changing your mindset, outlook and daily diet",s3_0,s3_1,s3_1,F5,F5,F5
3,3_3,"Anda diperbolehkan saja untuk mengonsumsi makanan yang enak sesekali untuk memicu nafsu makan anda, tetapi tetap imbangi dengan makanan yang sehat setiap harinya, terutama asupan sayur dan buah","You are allowed to eat delicious food every now and then to trigger your appetite, but keep it balanced with healthy foods every day, especially the intake of vegetables and fruit",s3_0,s3_1,s3_1,F5,F5,F5
3,3_4,"Untuk mengatasi keluhan anda, anda diperbolehkan saja mengonsumsi obat diare (khususnya untuk memadatkan tinja) sesuai dengan dosis yang ada pada kemasan serta diimbangi dengan menghindari makanan yang sekiranya dpat mengiritasi saluran cerna seperti makanan yang asam dan pedas","To overcome your complaints, you are allowed to take diarrhea medicine (especially to solidify stools) according to the dosage on the package and balanced by avoiding foods that can irritate the digestive tract such as acidic and spicy foods",s3_0,s3_1,s3_2,F5,F5,F5
3,3_5,"Selain itu, disarankan pula untuk selalu menjaga kebersihan makanan, minuman serta alat makan anda setiap harinya untuk menghindrai terjadinya infeksi pada saluran cerna, lakukan olahraga secara rutin minimal 30 menit per hari sesuai kemampuan anda dan kelola stres dengan baik","In addition, it is also recommended to always maintain the cleanliness of your food, drink and eating utensils every day to avoid infections in the gastrointestinal tract, do exercise regularly at least 30 minutes per day according to your ability and manage stress well",s3_0,s3_1,s3_2,F5,F1,F1
3,3_6,Semoga membantu,I hope this helps,s3_0,s3_1,s3_2,F1,F1,F1
4,4_0,"Halo, terima kasih atas pertanyaannya untuk Alodokter","Hello, thanks for the question for Alodokter",s4_0,s4_0,s4_0,F1,Fx,Fx
4,4_1,Pada dasarnya masalah pada lambung ada bermacam - macam jenisnya,"Basically, there are various types of gastric problems",s4_1,s4_0,s4_0,F3,Fx,Fx
4,4_2,"Bila yang anda maksudkan adalah penyakit asam lambung (GERD), maka umumnya nyeri yang dirasakan adalah nyeri pada ulu hati dan rasa terbakar pada dada","If you mean acid reflux disease (GERD), then generally the pain you feel is pain in the pit of the stomach and a burning feeling in the chest",s4_1,s4_0,s4_1,F3,F3,F3
4,4_3,Gangguan lambung jarang menimbulkan nyeri hingga ke punggung dan tidak akan menimbulkan nyeri pada tengkuk leher belakang,Gastric disorders rarely cause pain to the back and will not cause pain in the back of the neck,s4_1,s4_0,s4_1,F3,F3,F3
4,4_4,"Gangguan pada pankreas dan juga saluran empedu mungkin menyebabkan nyeri yang bisa menjalar ke punggung dan kadang bisa ke bahu juga, namun biasanya tidak akan dirasakan hingga ke leher belakang","Disorders of the pancreas and bile ducts may cause pain that can radiate to the back and sometimes the shoulders as well, but usually won't be felt down to the back of the neck",s4_1,s4_0,s4_1,F3,F3,F3
4,4_5,Sebaiknya cobalah ceritakan dengan lebih jelas gejala - gejala apa saja yang anda alami agar kami bisa menganalisis lebih lanjut kemungkinan - kemungkinan penyebabnya,We recommend that you try to explain more clearly what symptoms you are experiencing so that we can analyze further the possible causes,s4_2,s4_1,s4_2,F5,F3,F3
4,4_6,Untuk mendiagnosis penyakit sebenarnya perlu dilakukan anamnesis (wawancara medis) yang mendalam dan juga pemeriksaan fisik dan pemeriksaan penunjang,"To diagnose the actual disease, it is necessary to take an in - depth history (medical interview) as well as a physical examination and supporting examinations",s4_2,s4_1,s4_2,F5,F3,F3
4,4_7,"Namun di masa pandemi virus corona seperti sekarang, anda diharapkan untuk tidak pergi ke dokter kecuali dalam keadaan yang benar - benar mendesak","But during the corona virus pandemic like now, you are expected not to go to the doctor unless it's in a really urgent situation",s4_2,s4_1,s4_2,F3,F3,F3
4,4_8,"Bila anda mengalami gejala - gejala penyakit asam lambung (misalnya anda merasa mual, kembung, nyeri ulu hati, rasa panas di dada, rasa mengganjal di tenggorok)","If you experience symptoms of acid reflux disease (eg you feel nauseated, bloated, heartburn, heartburn, chest pain, lump in throat)",s4_3,s4_2,s4_2,F3,Fx,Fx
4,4_9,"Berikut ini adalah beberapa hal yang bisa anda coba lakukan: Makan lebih sedikit - sedikit namun lebih sering, kunyah makanan anda hingga halus baru telan","Here are some things you can try to do: Eat less - less but more often, chew your food until smooth and then swallow",s4_4,s4_3,s4_3,F5,F5,F5
4,4_10,Hindari makan terlalu banyak dan hindari berbaring setelah makan,Avoid eating too much and avoid lying down after eating,s4_4,s4_3,s4_3,F5,F5,F5
4,4_11,Tinggikan sandaran kepala anda saat tidur,Elevate your headrest while sleeping,s4_4,s4_3,s4_3,F5,F5,F5
4,4_12,"Hindari makan makanan yang terlalu berlemak / berminyak, terlalu pedas dan terlalu asam, serta hindari makan maknana yang banyak menghasilkan gas untuk sementara waktu","Avoid eating foods that are too fatty / oily, too spicy and too sour, and avoid eating meanings that produce a lot of gas for a while",s4_4,s4_3,s4_3,F5,F5,F5
4,4_13,"Hindari merokok, minum alkohol dan juga kopi","Avoid smoking, drinking alcohol and coffee",s4_4,s4_3,s4_4,F5,F1,F1
4,4_14,Turunkan berat badan bila terdapat berat badan berlebih,Lose weight if you are overweight,s4_5,s4_3,s4_4,F5,F1,F1
4,4_15,"Sekian informasi dari saya, semoga cukup menjawab","That's all the information from me, I hope it's enough to answer",s4_6,s4_3,s4_4,F1,F1,F1
5,5_0,Halo saudara Eva,Hello brother Eva,s5_0,s5_0,s5_0,F1,F1,F1
5,5_1,Pemberian makanan pendamping ASI (MPASI) terlalu dini pada anak memiliki banyak dampak bagi anak,Giving complementary foods to breast milk (MPASI) too early in children has many impacts on children,s5_1,s5_1,s5_0,F3,Fx,Fx
5,5_2,"Beberapa risiko yang dapat terjadi apabila diberikan terlalu dini yaitu adanya risiko aspirasi (masuknya makanan ke jalan pernafasan bayi), bayi tidak mendapatkan asupan makanan yang cukup dan tidak memiliki daya tahan tubuh yang bagus, risiko kelebihan berat badan, dan gangguan pencernaan pada bayi seperti Necrotizing enterocolitis (kerusakan usus halus), intoleransi laktosa, alergi susu sapi, dan sebagainya","Some of the risks that can occur if given too early are the risk of aspiration (entry of food into the baby's respiratory tract), the baby does not get enough food intake and does not have a good immune system, the risk of being overweight, and digestive disorders in infants such as necrotizing enterocolitis (small intestine damage), lactose intolerance, cow's milk allergy, and so on",s5_1,s5_1,s5_1,F3,Fx,Fx
5,5_3,Hal ini dikarenakan bayi memerlukan waktu untuk mendapatkan fungsi pencernaan yang bagus bagi dirinya,This is because babies need time to get good digestive function for themselves,s5_1,s5_1,s5_1,F3,Fx,Fx
5,5_4,Apabila diberikan terlalu dini organ pencernaan tidak akan mampu untuk mengolah makanan tersebut dan berdampak buruk bagi bayi,If given too early the digestive organs will not be able to process the food and have a bad impact on the baby,s5_1,s5_1,s5_1,F3,Fx,Fx
5,5_5,"Berhati - hatilah apabila bayi Anda terus rewel dan menangis, BAB berdarah, perut kembung, mencret, atau lemas","Be careful if your baby continues to fuss and cry, bloody stools, flatulence, diarrhea, or weakness",s5_2,s5_2,s5_2,F3,F3,F3
5,5_6,Hal ini dapat menjadi tanda bahwa terjadi sesuatu bagi bayi Anda,This can be a sign that something is up for your baby,s5_2,s5_2,s5_2,F3,F3,F3
5,5_7,"Kembalilah menggunakan ASI, karena ASI adalah makanan utama bagi bayi bawah 6 bulan","Go back to using breast milk, because breast milk is the main food for babies under 6 months",s5_3,s5_3,s5_3,F3,F3,F3
5,5_8,ASI memiliki banyak manfaat bagi ibu dan bayi,Breast milk has many benefits for both mother and baby,s5_3,s5_3,s5_3,F3,F3,F3
5,5_9,"Bagi ibu ASI dapat meningkatkan bounding antara bayi dan ibu, menghambat kesuburan sehingga dapat dipergunakan sebagai kontrasepsi alami, serta murah karena tidak memerlukan biaya","For mothers, breastfeeding can increase the bonding between baby and mother, inhibit fertility so that it can be used as a natural contraception, and is cheap because it does not require money",s5_3,s5_3,s5_4,F3,F3,F3
5,5_10,"Sedangkan bagi bayi ASI dapat meningkatkan sistem kekebalan tubuh, berat badan ideal, dan tulang lebih kuat","As for breastfed babies, it can improve the immune system, ideal body weight, and stronger bones",s5_3,s5_3,s5_4,F3,F3,F3
5,5_11,"Berikanlah ASI eksklusif selama 6 bulan, baru diberikan makanan pendamping ASI","Give exclusive breastfeeding for 6 months, then give complementary foods",s5_4,s5_4,s5_5,F5,F3,F3
5,5_12,Anda dapat membaca link berikut untuk menambah wawasan Urutan pemberian makanan pendamping ASI pada anak,You can read the following link to add insight into the order in which complementary feeding to breast milk is given to children,s5_4,s5_4,s5_5,F5,F5,F5
5,5_13,"Semoga bermanfaat, terima kasih","Hopefully useful, thank you",s5_5,s5_5,s5_5,F1,F5,F5
6,6_0,Halo Terima kasih atas pertanyaannya pada Alodokter,"Hello, Thank you for the question to Alodokter",s6_0,s6_0,s6_0,F1,F5,F5
6,6_1,Obat prednicort memiliki kandungan aktif methylprednisolone yang termasuk kedalam golongan obat kortikosteroid,Prednicort drug contains the active ingredient methylprednisolone which belongs to the class of corticosteroid drugs,s6_1,s6_0,s6_0,F3,F5,F5
6,6_2,"Golongan obat ini bekerja dengan menekan sistem kekebalan tubuh dan mengurangi reaksi peradangan serta gejalanya, seperti pembengkakan, nyeri, atau ruam","This class of drugs works by suppressing the immune system and reducing the inflammatory reaction and its symptoms, such as swelling, pain, or rash",s6_2,s6_0,s6_1,F3,F6,F6
6,6_3,"Obat ini memang memiliki efek samping salah satunya pada sistem pencernaan yaitu mual, muntah, dan nyeri pada daerah ulu hati","This drug does have side effects, one of which is on the digestive system, namely nausea, vomiting, and pain in the pit of the stomach",s6_3,s6_0,s6_1,F6,F6,F6
6,6_4,Jadi sebaiknya obat ini dikonsumsi sekitar 1 jam setelah makan untuk mengurangi efek samping tersebut,So you should take this drug about 1 hour after eating to reduce these side effects,s6_3,s6_0,s6_1,F6,F6,F6
6,6_5,"Obat Alloris memiliki kandungan aktif loratadine yang termasuk kedalam golongan obat antihistamin yang dapat meredakan gejala alergi seperti bersin - bersin, ruam kulit, pilek, akibat paparan alergen seperti debu dan lain sebagainya","Alloris medicine contains the active ingredient loratadine which is included in the antihistamine drug class which can relieve allergy symptoms such as sneezing, skin rashes, runny nose, due to exposure to allergens such as dust and so on",s6_4,s6_0,s6_1,F3,F3,F3
6,6_6,Loratadine ini biasanya akan menimbulkan efek lelah atau mengantuk,This loratadine will usually cause a tired or sleepy effect,s6_5,s6_1,s6_1,F6,F3,F3
6,6_7,Jadi sebaiknya bila setelah mengonsumsi obat ini hindarilah untuk berpergian terutama bila mengendarai kendaraan bermotor sendiri,"So it's best if after taking this drug, avoid traveling, especially when driving your own motorized vehicle",s6_5,s6_1,s6_2,F6,F3,F3
6,6_8,Kedua obat yang Anda konsumsi sebenarnya merupakan obat simptomatik yang artinya boleh dihentikan penggunaannya bila dosis yang diberikan oleh dokter Anda sudah terpenuhi atau gejala yang timbul sudah hilang,"The two drugs you are taking are actually symptomatic drugs, which means you may stop using them if the dose given by your doctor has been met or the symptoms have disappeared",s6_5,s6_1,s6_2,F3,F3,F3
6,6_9,Jadi tidak perlu dikonsumsi secara terus menerus,So it doesn't need to be consumed continuously,s6_5,s6_1,s6_3,F3,F3,F3
6,6_10,"Untuk keluhan pada lambung, kemungkinan disebabkan oleh obat yang mengandung kortikosteroid, jadi sebaiknya konsumsilah setelah atau saat bersamaan dengan makanan untuk meminimalisir efek samping tersebut","For stomach complaints, it may be caused by drugs containing corticosteroids, so you should consume them after or at the same time as food to minimize these side effects",s6_5,s6_1,s6_3,F5,F3,F3
6,6_11,Sekian informasi yang dapat kami sampaikan,That's all the information we can convey,s6_5,s6_1,s6_4,F1,F3,F3
6,6_12,Semoga bermanfaat dr Winda Indriati,"Hopefully useful, dr Winda Indriati",s6_6,s6_2,s6_4,F1,F1,F1
7,7_0,Halo Jovan,Hello Jovan,s7_0,s7_0,s7_0,F1,F1,F1
7,7_1,"Untuk menghitung usia kehamilan bukan dengan tanggal menikah, tetapi dihitung dengan hari pertama menstruasi terakhir (HPMT)","To calculate gestational age, not by the date of marriage, but by the first day of the last menstrual period (LMP)",s7_0,s7_0,s7_0,F3,F1,F1
7,7_2,"Sebagai contoh, seseorang yang menikah tanggal 28 november, tetapi HPMT nya tanggal 10 november, maka kehamilannya akan dihitung sejak 10 november","For example, someone who gets married on November 28, but his HPMT is on November 10, then his pregnancy will be counted from November 10",s7_0,s7_0,s7_1,F3,F1,F1
7,7_3,"Contoh lainnya wanita yang baru menikah 2 minggu, bisa saja dikatakan sudah hamil 5 minggu karena perhitungannya menurut HPMT dan bukan menurut tanggal menikah","Another example is a woman who has only been married for 2 weeks, it can be said that she is 5 weeks pregnant because the calculation is according to the HPMT and not according to the date of marriage",s7_0,s7_0,s7_1,F3,F3,F3
7,7_4,Hal tersebut normal,It's normal,s7_0,s7_0,s7_2,F3,F3,F3
7,7_5,Untuk persalinan normal sendiri bisa terjadi pada usia kehamilan 37 - 40 minggu dengan toleransi waktu sampai 42 minggu,Normal delivery itself can occur at 37 - 40 weeks of gestation with a tolerance of up to 42 weeks,s7_0,s7_0,s7_2,F3,F3,F3
7,7_6,Sedangkan hari perkiraan lahir / HPL yang terhitung melalui rumus HPMT adalah 40 minggu,While the estimated day of birth / HPL calculated through the HPMT formula is 40 weeks,s7_0,s7_0,s7_3,F3,F3,F3
7,7_7,"Sebagai contoh pada orang yang HPL nya 28 november, bisa saja melahirkan secara normal 3 minggu sebelum HPL nya","For example, in people whose HPL is November 28, they can give birth normally 3 weeks before their HPL",s7_0,s7_0,s7_3,F3,F3,F3
7,7_8,Dengan demikian kami tidak bisa menyimpulkan jawaban dari pertanyaan Anda karena data yang diberikan kurang lengkap,"Thus, we cannot conclude the answer to your question because the data provided is incomplete",s7_1,s7_1,s7_3,F3,F5,F5
7,7_9,"Anda bisa mencoba menghitung HPL dan usia kehamilan teman Anda dengan kalkulator kehamilan yang banyak tersedia di internet, misalnya klik DI SINI","You can try to calculate your friend's HPL and gestational age with pregnancy calculators that are widely available on the internet, for example, click HERE",s7_1,s7_1,s7_4,F5,F5,F5
7,7_10,Berikut ini artikel yang berhubungan dengan topik pertanyaan Anda: Menghitung usia kehamilan,The following article relates to the topic of your question: Calculating gestational age,s7_1,s7_1,s7_4,F5,F5,F5
7,7_11,"Terima kasih dan semoga membantu, dr Devika Y","Thank you and hope it helps, Dr Devika Y",s7_2,s7_2,s7_4,F1,F5,F5
8,8_0,Terima kasih Rahmadina atas pertanyaannya,Thank you Rahmadina for the question,s8_0,s8_0,s8_0,F1,F2,F2
8,8_1,Jatuhnya anda sudah terjadi 10 tahun yang lalu,Your fall happened 10 years ago,s8_1,s8_1,s8_0,F2,F2,F2
8,8_2,Yang ditakutkan dari cedera kepala adalah terjadinya perdarahan di dalam tengkorak sehingga menyebabkan meningkatnya tekanan dalam tengkorak,"The fear of a head injury is bleeding in the skull, causing increased pressure in the skull",s8_1,s8_1,s8_1,F4,F2,F2
8,8_3,"Meningkatnya tekanan di dalam tengkorak dapat menyebabkan sakit kepala, mual, muntah, penurunan kesadaran bahkan sampai meninggal","Increased pressure inside the skull can cause headaches, nausea, vomiting, loss of consciousness and even death",s8_1,s8_1,s8_1,F3,F4,F4
